City_ID,City,Country,Date,Lat,Lng,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed
477,Vila Velha,BR,2021-10-25 00:49:43,-20.3297,-40.2925,scattered clouds,80.55,78,40,11.5
478,Pinkafeld,AT,2021-10-25 00:52:07,47.3667,16.1167,clear sky,41.7,86,5,6.2
479,Beisfjord,NO,2021-10-25 00:52:08,68.3751,17.5988,light snow,34.97,90,100,7.52
480,Pontianak,ID,2021-10-25 00:52:08,-0.0333,109.3333,few clouds,80.58,83,20,3.44
481,Muchkapskiy,RU,2021-10-25 00:52:09,51.8513,42.4717,few clouds,32.9,75,19,15.39
482,Pringsewu,ID,2021-10-25 00:52:09,-5.3582,104.9744,overcast clouds,80.82,84,96,2.71
483,Port Hardy,CA,2021-10-25 00:49:24,50.6996,-127.4199,broken clouds,51.8,81,75,24.16
484,Umm Kaddadah,SD,2021-10-25 00:52:09,13.6017,26.6876,clear sky,81.84,22,6,18.23
485,Nizhniy Odes,RU,2021-10-25 00:52:10,63.6445,54.856,overcast clouds,26.53,92,100,4.29
486,Rockland,US,2021-10-25 00:52:10,41.1668,-74.0496,overcast clouds,57.72,85,100,3.2
487,Bolkhov,RU,2021-10-25 00:52:10,53.4433,36.0044,clear sky,28.72,94,8,7.81
488,Broken Hill,AU,2021-10-25 00:52:11,-31.95,141.4333,clear sky,60.51,33,0,10.36
489,Babushkin,RU,2021-10-25 00:52:11,51.7122,105.8647,light rain,43.12,65,97,5.86
490,Maneadero,MX,2021-10-25 00:52:11,31.7167,-116.5667,clear sky,64.09,78,4,1.01
491,Lloydminster,CA,2021-10-25 00:52:12,53.2835,-110.0016,scattered clouds,47.88,81,40,24.16
492,Abha,SA,2021-10-25 00:52:01,18.2164,42.5053,clear sky,55.22,67,0,0.0
493,Prainha,BR,2021-10-25 00:52:12,-1.8,-53.48,clear sky,78.94,71,7,3.38
494,Port-Gentil,GA,2021-10-25 00:52:12,-0.7193,8.7815,light rain,78.4,86,100,9.44
495,El Carmen,CO,2021-10-25 00:52:13,8.5106,-73.4478,overcast clouds,68.09,98,86,3.31
496,Liku,ID,2021-10-25 00:52:13,-0.7275,119.8922,moderate rain,83.08,73,100,1.88
497,Waddan,LY,2021-10-25 00:52:13,29.1614,16.139,scattered clouds,72.32,47,31,11.86
498,Kabo,CF,2021-10-25 00:52:14,7.6994,18.629,overcast clouds,73.09,92,100,3.47
499,Klyuchi,RU,2021-10-25 00:52:14,52.2667,79.1667,broken clouds,41.88,63,70,11.3
500,Iqaluit,CA,2021-10-25 00:52:15,63.7506,-68.5145,light snow,29.93,86,90,5.99
501,Kaoma,ZM,2021-10-25 00:52:15,-14.7833,24.8,overcast clouds,68.09,67,100,5.23
502,Praia Da Vitoria,PT,2021-10-25 00:49:56,38.7333,-27.0667,few clouds,64.76,88,20,7.43
503,Bambanglipuro,ID,2021-10-25 00:52:10,-7.95,110.2833,few clouds,82.51,67,14,4.97
504,Gurlan,UZ,2021-10-25 00:52:15,41.8447,60.3919,overcast clouds,35.67,37,86,2.71
505,Tarabuco,BO,2021-10-25 00:52:16,-19.1667,-64.9167,overcast clouds,42.24,73,94,1.59
506,Casper,US,2021-10-25 00:48:03,42.8666,-106.3131,clear sky,49.8,59,1,1.99
507,Doha,QA,2021-10-25 00:52:16,25.2867,51.5333,clear sky,80.58,72,0,2.3
508,Kargasok,RU,2021-10-25 00:52:16,59.0556,80.8572,light rain,39.31,97,100,9.04
509,Henties Bay,NA,2021-10-25 00:52:17,-22.116,14.2845,clear sky,58.86,90,0,5.88
510,Hwange,ZW,2021-10-25 00:52:17,-18.3693,26.5019,broken clouds,75.2,51,55,5.68
511,Lauro Muller,BR,2021-10-25 00:52:17,-28.3928,-49.3967,clear sky,54.54,84,0,3.06
512,Galle,LK,2021-10-25 00:52:18,6.0367,80.217,light rain,78.82,84,96,6.85
513,Morgantown,US,2021-10-25 00:51:43,39.6295,-79.9559,overcast clouds,62.85,83,96,4.83
514,High Level,CA,2021-10-25 00:48:52,58.5169,-117.136,overcast clouds,39.31,100,90,10.36
515,Turinskaya Sloboda,RU,2021-10-25 00:52:18,57.6232,64.3858,few clouds,38.71,83,15,11.05
516,Pijijiapan,MX,2021-10-25 00:52:18,15.7011,-93.23,overcast clouds,77.77,93,95,1.41
517,Tuma,RU,2021-10-25 00:52:19,55.148,40.5537,broken clouds,30.87,80,55,11.1
518,Auki,SB,2021-10-25 00:52:19,-8.7676,160.7034,scattered clouds,84.25,73,38,3.06
519,Senanga,ZM,2021-10-25 00:52:20,-16.1167,23.2667,broken clouds,70.45,70,66,2.24
520,Burayevo,RU,2021-10-25 00:52:20,55.8407,55.4083,broken clouds,36.1,83,74,6.62
521,Te Anau,NZ,2021-10-25 00:49:36,-45.4167,167.7167,heavy intensity rain,63.21,75,100,3.71
522,Saint-Georges,GD,2021-10-25 00:52:20,12.0564,-61.7485,few clouds,80.28,78,20,14.97
523,Srednekolymsk,RU,2021-10-25 00:48:23,67.45,153.6833,overcast clouds,1.44,79,100,2.51
524,Swellendam,ZA,2021-10-25 00:52:21,-34.0226,20.4417,clear sky,46.78,75,0,5.86
525,Mosquera,CO,2021-10-25 00:51:14,4.7059,-74.2302,scattered clouds,57.29,94,40,3.44
526,Mogocha,RU,2021-10-25 00:52:21,53.7333,119.7667,overcast clouds,34.14,75,100,1.92
527,Daru,PG,2021-10-25 00:48:55,-9.0763,143.2092,broken clouds,83.57,76,82,10.49
528,Ferme-Neuve,CA,2021-10-25 00:52:22,46.7001,-75.4493,few clouds,40.78,82,14,2.1
529,Boissevain,CA,2021-10-25 00:52:22,49.2306,-100.0559,overcast clouds,38.64,92,93,9.19
530,Huarmey,PE,2021-10-25 00:52:22,-10.0681,-78.1522,scattered clouds,63.9,83,34,10.89
531,Wanlaweyn,SO,2021-10-25 00:52:22,2.6185,44.8938,scattered clouds,76.75,84,34,10.22
532,Ayan,RU,2021-10-25 00:52:23,56.45,138.1667,broken clouds,41.32,70,57,1.32
533,At-Bashi,KG,2021-10-25 00:52:23,41.1702,75.8106,clear sky,27.54,55,0,5.7
534,Ostrovnoy,RU,2021-10-25 00:52:23,68.0531,39.5131,light rain,34.03,67,99,15.48
535,Kanata,CA,2021-10-25 00:52:22,45.3159,-75.8985,scattered clouds,46.72,79,40,1.99
536,Rimouski,CA,2021-10-25 00:49:23,48.4488,-68.524,overcast clouds,44.78,87,100,14.38
537,Haines Junction,CA,2021-10-25 00:52:24,60.7522,-137.5108,few clouds,35.55,69,19,1.14
538,Harindanga,IN,2021-10-25 00:52:24,22.0383,88.3214,clear sky,76.98,84,8,2.89
539,Pacifica,US,2021-10-25 00:52:25,37.6138,-122.4869,mist,63.59,95,90,3.0
540,Lorengau,PG,2021-10-25 00:52:25,-2.0226,147.2712,scattered clouds,83.08,77,34,7.31
541,Oktyabrskiy,RU,2021-10-25 00:52:25,54.4815,53.471,overcast clouds,37.42,80,100,3.53
542,Alekseyevka,RU,2021-10-25 00:52:26,50.6309,38.6903,clear sky,33.76,77,7,11.01
543,Mineros,BO,2021-10-25 00:52:26,-17.1167,-63.2333,overcast clouds,69.39,39,100,3.36
544,Abonnema,NG,2021-10-25 00:52:26,4.7084,6.7931,light rain,77.0,90,100,4.27
545,Luena,AO,2021-10-25 00:48:50,-11.7833,19.9167,heavy intensity rain,60.91,96,100,7.09
546,Ponta Do Sol,PT,2021-10-25 00:49:51,32.6667,-17.1,broken clouds,69.71,67,57,6.87
547,Kroonstad,ZA,2021-10-25 00:52:27,-27.6504,27.2349,clear sky,51.76,76,0,15.19
548,Verkh-Usugli,RU,2021-10-25 00:52:27,52.7,115.1667,broken clouds,33.82,72,56,3.71
549,Nanortalik,GL,2021-10-25 00:47:30,60.1432,-45.2371,overcast clouds,32.83,89,98,7.54
550,Benguela,AO,2021-10-25 00:52:27,-12.5763,13.4055,overcast clouds,74.62,70,100,3.22
551,Torquay,GB,2021-10-25 00:52:28,50.4638,-3.5143,broken clouds,57.85,62,52,1.99
552,Lebedinyy,RU,2021-10-25 00:52:28,58.5167,125.5167,broken clouds,31.26,87,81,12.84
553,Riyadh,SA,2021-10-25 00:52:29,24.6877,46.7219,clear sky,71.74,27,0,3.58
554,Klaksvik,FO,2021-10-25 00:48:13,62.2266,-6.589,broken clouds,50.92,90,78,23.62
555,Novyy Urgal,RU,2021-10-25 00:52:29,51.0736,132.5642,clear sky,37.45,75,10,1.36
556,Bakhchysaray,UA,2021-10-25 00:52:29,44.75,33.8667,clear sky,43.59,74,7,3.38
557,Lagos,NG,2021-10-25 00:47:30,6.5833,3.75,few clouds,79.12,89,23,3.78
558,Rabaul,PG,2021-10-25 00:52:30,-4.1967,152.1721,overcast clouds,82.54,72,96,4.5
559,Russell,US,2021-10-25 00:52:30,32.3502,-85.1999,scattered clouds,69.08,84,40,0.0
560,Kieta,PG,2021-10-25 00:52:30,-6.2167,155.6333,light rain,85.37,65,49,3.71
561,Mount Isa,AU,2021-10-25 00:52:31,-20.7333,139.5,overcast clouds,83.97,48,99,6.91
562,Ryotsu,JP,2021-10-25 00:52:31,38.0833,138.4333,overcast clouds,55.36,59,100,5.73
563,Gladstone,AU,2021-10-25 00:52:32,-23.85,151.25,overcast clouds,90.79,62,100,10.36
564,Monticello,US,2021-10-25 00:52:32,45.3055,-93.7941,broken clouds,47.84,68,75,9.22
565,Oksfjord,NO,2021-10-25 00:52:32,70.2396,22.3479,overcast clouds,27.52,87,100,13.13
566,San Joaquin,US,2021-10-25 00:52:32,37.9333,-121.3011,heavy intensity rain,65.35,88,90,26.46
567,Tura,IN,2021-10-25 00:52:33,25.5198,90.2201,clear sky,68.25,89,0,2.37
568,Soyo,AO,2021-10-25 00:52:33,-6.1349,12.3689,overcast clouds,76.96,83,95,8.66
569,Camopi,GF,2021-10-25 00:52:34,3.1655,-52.3158,overcast clouds,73.92,99,100,2.26
570,Aloleng,PH,2021-10-25 00:52:34,16.1307,119.7824,overcast clouds,82.35,74,100,6.31
571,Terrak,NO,2021-10-25 00:52:34,65.087,12.3715,overcast clouds,48.07,97,100,7.85
572,Port Blair,IN,2021-10-25 00:52:35,11.6667,92.75,overcast clouds,81.18,78,100,5.95
573,Kasongo-Lunda,CD,2021-10-25 00:52:03,-6.4667,16.8167,few clouds,70.16,95,15,0.85
574,Pemba,MZ,2021-10-25 00:51:25,-12.974,40.5178,light rain,78.35,85,7,8.39
575,Basoko,CD,2021-10-25 00:52:35,1.2391,23.616,overcast clouds,70.02,96,100,1.28
576,Krasnyy Tkach,RU,2021-10-25 00:52:36,55.4721,39.0802,overcast clouds,28.15,78,96,9.78
577,Cerrito,CO,2021-10-25 00:52:36,6.8432,-72.694,overcast clouds,52.99,91,94,6.2
578,Ingham,US,2021-10-25 00:52:36,42.6,-84.3833,moderate rain,46.65,93,90,4.61
579,Kashan,IR,2021-10-25 00:52:37,33.9831,51.4364,clear sky,58.26,29,0,0.69
580,Penzance,GB,2021-10-25 00:52:37,50.1186,-5.5371,scattered clouds,54.77,86,27,17.02
581,Ixtapa,MX,2021-10-25 00:52:38,20.7,-105.2,overcast clouds,78.04,93,100,1.92
582,Padang,ID,2021-10-25 00:52:38,-0.9492,100.3543,overcast clouds,77.05,88,100,3.33
583,Novobiryusinskiy,RU,2021-10-25 00:52:38,56.9578,97.7076,broken clouds,40.46,73,71,11.14
584,Sungairaya,ID,2021-10-25 00:52:39,0.7,108.9,overcast clouds,82.72,76,99,2.28
585,Bull Savanna,JM,2021-10-25 00:52:39,17.8868,-77.5902,broken clouds,77.77,84,83,8.97
586,Lompoc,US,2021-10-25 00:52:39,34.6391,-120.4579,overcast clouds,65.79,88,90,4.61
587,Jiazi,CN,2021-10-25 00:52:40,22.8779,116.067,clear sky,69.93,70,5,10.85
588,Bestobe,KZ,2021-10-25 00:52:40,52.4994,73.0975,overcast clouds,44.51,47,100,18.1
589,Ojinaga,MX,2021-10-25 00:52:40,29.5667,-104.4167,clear sky,83.35,26,1,3.44
590,Baruun-Urt,MN,2021-10-25 00:49:03,46.6806,113.2792,clear sky,39.13,37,6,4.05
591,Kysyl-Syr,RU,2021-10-25 00:52:41,63.8986,122.7617,overcast clouds,31.28,97,100,2.89
592,Horki,BY,2021-10-25 00:52:41,54.2861,30.9842,scattered clouds,28.63,88,29,3.78
593,Javanrud,IR,2021-10-25 00:52:42,34.7961,46.5172,clear sky,45.59,41,0,0.56
594,Mumford,GH,2021-10-25 00:52:42,5.2618,-0.759,overcast clouds,77.59,88,100,6.44
595,Evensk,RU,2021-10-25 00:52:42,61.95,159.2333,overcast clouds,12.0,72,100,2.62
596,Kristiinankaupunki,FI,2021-10-25 00:52:43,62.2743,21.376,overcast clouds,47.08,93,100,19.82
597,Walla Walla,US,2021-10-25 00:49:33,46.0646,-118.343,broken clouds,65.17,65,75,10.0
598,Celestun,MX,2021-10-25 00:52:43,20.8667,-90.4,scattered clouds,80.64,85,28,6.98
599,Ratnagiri,IN,2021-10-25 00:52:43,16.9833,73.3,scattered clouds,73.69,86,28,7.7
600,Lensk,RU,2021-10-25 00:52:44,60.7253,114.9278,light rain,36.14,97,100,9.53
601,Jalu,LY,2021-10-25 00:52:44,29.0331,21.5482,few clouds,71.51,35,23,13.09
602,Maumere,ID,2021-10-25 00:52:44,-8.6199,122.2111,overcast clouds,84.45,70,90,1.81
603,Puerto Escondido,MX,2021-10-25 00:48:57,15.85,-97.0667,overcast clouds,79.72,86,93,4.68
604,Muheza,TZ,2021-10-25 00:52:45,-5.1667,38.7833,broken clouds,69.44,92,71,1.19
605,Khanpur,PK,2021-10-25 00:52:45,28.6453,70.6567,clear sky,68.13,55,0,15.03
606,Ugoofaaru,MV,2021-10-25 00:52:46,5.6667,73.0,overcast clouds,82.31,75,100,11.68
607,Teya,RU,2021-10-25 00:52:46,60.3778,92.6267,overcast clouds,34.07,80,95,10.31
608,Half Moon Bay,US,2021-10-25 00:52:46,37.4636,-122.4286,heavy intensity rain,64.31,94,90,9.22
609,Ampanihy,MG,2021-10-25 00:50:17,-24.7,44.75,scattered clouds,67.6,97,39,6.08
610,Calama,CL,2021-10-25 00:50:44,-22.4667,-68.9333,clear sky,51.44,14,0,2.33
611,Carbonia,IT,2021-10-25 00:52:47,39.1672,8.5222,overcast clouds,61.75,82,100,5.14
612,Monywa,MM,2021-10-25 00:52:47,22.1167,95.1333,few clouds,75.65,88,14,3.09
613,Baykit,RU,2021-10-25 00:52:48,61.67,96.37,light rain,35.42,90,100,8.61
614,Xiaoshi,CN,2021-10-25 00:52:48,41.2971,124.1209,broken clouds,54.25,71,61,6.13
615,Katsuura,JP,2021-10-25 00:52:48,35.1333,140.3,scattered clouds,64.18,55,39,12.15
616,Katangli,RU,2021-10-25 00:52:49,51.7102,143.2326,scattered clouds,44.02,73,27,10.47
617,Rosarito,MX,2021-10-25 00:52:49,32.3333,-117.0333,clear sky,69.4,76,2,7.29
618,Karratha,AU,2021-10-25 00:50:22,-20.7377,116.8463,clear sky,88.29,25,0,10.02
619,Hirara,JP,2021-10-25 00:52:11,24.8,125.2833,broken clouds,78.66,69,75,11.5
620,Jawhar,SO,2021-10-25 00:52:50,2.7809,45.5005,scattered clouds,76.28,84,35,7.23
621,Pangai,TO,2021-10-25 00:52:50,-19.8,-174.35,few clouds,80.71,50,20,17.27
622,Sembakung,ID,2021-10-25 00:52:50,3.8167,117.25,overcast clouds,80.53,82,100,1.54
623,Murgab,TM,2021-10-25 00:52:51,37.4966,61.9714,scattered clouds,44.47,65,33,0.0
624,Pasir Gudang,MY,2021-10-25 00:52:51,1.4584,103.8805,broken clouds,84.96,75,75,1.14
625,Kiama,AU,2021-10-25 00:52:51,-34.6833,150.8667,clear sky,70.38,47,4,9.44
626,Soto,AR,2021-10-25 00:52:51,-32.8107,-61.4026,clear sky,69.12,25,0,4.47
627,Leh,IN,2021-10-25 00:52:52,34.1667,77.5833,broken clouds,26.96,87,76,4.03
628,Buckingham,GB,2021-10-25 00:52:52,51.9997,-0.9878,few clouds,54.25,94,16,3.0
629,Jiaozuo,CN,2021-10-25 00:52:52,35.2397,113.2331,overcast clouds,59.61,55,100,4.07
630,Qom,IR,2021-10-25 00:52:53,34.6401,50.8764,clear sky,57.34,29,0,3.53
631,Chibombo,ZM,2021-10-25 00:52:53,-14.6569,28.0706,overcast clouds,78.78,33,100,7.56
632,Gimli,CA,2021-10-25 00:52:53,50.6336,-96.9907,few clouds,42.82,65,17,8.05
633,The Pas,CA,2021-10-25 00:52:54,53.8251,-101.2541,overcast clouds,39.22,75,90,13.8
634,Dogondoutchi,NE,2021-10-25 00:52:54,13.6393,4.0287,overcast clouds,82.99,53,91,6.13
635,Linqiong,CN,2021-10-25 00:52:54,30.4159,103.4609,overcast clouds,62.78,81,100,0.4
636,Ullapool,GB,2021-10-25 00:52:55,57.8987,-5.1604,scattered clouds,51.35,87,29,11.99
637,Nicoya,CR,2021-10-25 00:52:55,10.1483,-85.452,light rain,74.75,91,100,1.57
638,Winneba,GH,2021-10-25 00:52:55,5.3511,-0.6231,broken clouds,81.07,90,80,6.02
639,Baherden,TM,2021-10-25 00:50:11,38.4362,57.4316,broken clouds,54.64,46,71,1.9
640,Payyannur,IN,2021-10-25 00:52:56,12.1,75.2,overcast clouds,74.77,89,96,4.32
641,Darhan,MN,2021-10-25 00:52:56,49.4867,105.9228,few clouds,36.5,55,17,4.56
642,Kemin,KG,2021-10-25 00:52:56,42.7846,75.6892,clear sky,42.24,44,0,9.55
643,Idritsa,RU,2021-10-25 00:52:57,56.3316,28.8988,overcast clouds,32.59,95,100,5.48
644,Saeby,DK,2021-10-25 00:52:57,57.3319,10.5225,few clouds,42.73,87,22,11.18
645,Marienburg,PL,2021-10-25 00:48:01,54.0359,19.0266,scattered clouds,38.88,84,32,10.56
646,Cross Lanes,US,2021-10-25 00:52:57,38.4204,-81.7907,few clouds,70.18,79,20,3.0
647,Wanning,CN,2021-10-25 00:52:58,18.8003,110.3967,overcast clouds,73.06,81,100,11.36
648,Valparaiso,CL,2021-10-25 00:49:59,-33.0393,-71.6273,clear sky,69.44,45,0,4.61
649,Pacific Grove,US,2021-10-25 00:52:58,36.6177,-121.9166,overcast clouds,67.68,84,90,3.0
650,Fomboni,KM,2021-10-25 00:52:59,-12.28,43.7425,clear sky,80.26,82,10,13.65
651,Ayotzintepec,MX,2021-10-25 00:52:59,17.6667,-96.1333,overcast clouds,77.16,97,92,2.13
652,Hofn,IS,2021-10-25 00:49:23,64.2539,-15.2082,overcast clouds,41.4,82,100,18.25
653,Oeiras Do Para,BR,2021-10-25 00:52:59,-2.0031,-49.8544,clear sky,77.86,79,7,0.85
654,Jaciara,BR,2021-10-25 00:53:00,-15.9653,-54.9683,overcast clouds,69.28,96,100,3.36
655,Atar,MR,2021-10-25 00:53:00,20.5169,-13.0499,broken clouds,83.8,21,59,5.97
656,Yaguajay,CU,2021-10-25 00:53:00,22.3272,-79.2378,light rain,78.44,87,100,6.96
657,Ouahigouya,BF,2021-10-25 00:53:01,13.5828,-2.4216,overcast clouds,82.94,56,90,5.88
658,Hearst,CA,2021-10-25 00:53:01,49.6835,-83.6665,overcast clouds,34.05,95,99,3.38
659,Chara,RU,2021-10-25 00:53:02,56.9064,118.2631,overcast clouds,31.6,62,100,1.48
660,Zabol,AF,2021-10-25 00:53:02,32.25,67.25,clear sky,44.19,21,0,4.79
661,Wajir,KE,2021-10-25 00:53:02,1.7471,40.0573,broken clouds,78.13,72,68,16.2
662,Cucutilla,CO,2021-10-25 00:53:03,7.5394,-72.7724,overcast clouds,67.91,96,91,2.66
663,Okhotsk,RU,2021-10-25 00:53:03,59.3833,143.3,overcast clouds,21.56,70,100,8.46
664,Bratsk,RU,2021-10-25 00:53:03,56.1325,101.6142,overcast clouds,36.09,84,96,15.86
665,Palaikastron,GR,2021-10-25 00:53:04,35.2,26.25,overcast clouds,68.76,76,99,20.29
666,Shagonar,RU,2021-10-25 00:53:04,51.5333,92.8,few clouds,35.89,71,21,2.35
667,Agadez,NE,2021-10-25 00:53:04,19.75,10.25,clear sky,80.22,14,0,7.52
668,Morant Bay,JM,2021-10-25 00:53:05,17.8815,-76.4093,overcast clouds,83.82,84,94,9.51
669,Saint-Joseph,RE,2021-10-25 00:53:05,-21.3667,55.6167,scattered clouds,70.18,82,46,12.5
670,Mataram,ID,2021-10-25 00:53:05,-8.5833,116.1167,overcast clouds,85.01,66,100,5.53
671,Cockburn Town,TC,2021-10-25 00:49:09,21.4612,-71.1419,scattered clouds,80.56,74,40,10.36
672,Sarakhs,IR,2021-10-25 00:53:06,36.5449,61.1577,overcast clouds,51.94,46,100,4.61
673,Luanda,AO,2021-10-25 00:53:06,-8.8368,13.2343,clear sky,73.4,83,0,10.36
674,Tongliao,CN,2021-10-25 00:53:06,43.6125,122.2653,scattered clouds,51.46,47,43,8.86
675,Chapais,CA,2021-10-25 00:53:07,49.7834,-74.8492,few clouds,31.78,81,23,4.07
676,Seinajoki,FI,2021-10-25 00:53:07,62.7945,22.8282,light intensity drizzle,40.98,87,90,3.0
677,Sorrento,IT,2021-10-25 00:53:07,40.626,14.3744,scattered clouds,63.66,54,40,5.01
678,Pemangkat,ID,2021-10-25 00:53:08,1.1667,108.9667,broken clouds,80.92,81,55,3.71
679,Paamiut,GL,2021-10-25 00:48:33,61.994,-49.6678,clear sky,26.73,40,0,10.36
680,Vaitape,PF,2021-10-25 00:51:09,-16.5167,-151.75,moderate rain,75.81,90,100,11.45
681,Lagunas,PE,2021-10-25 00:53:08,-5.2269,-75.6753,light rain,79.92,78,51,3.15
682,Sakaiminato,JP,2021-10-25 00:53:08,35.55,133.2333,broken clouds,53.58,87,75,4.61
683,Port-Cartier,CA,2021-10-25 00:53:09,50.0334,-66.8654,overcast clouds,46.74,74,100,10.71
684,Mingaora,PK,2021-10-25 00:53:09,34.7758,72.3625,few clouds,51.78,69,13,5.32
685,Totma,RU,2021-10-25 00:53:09,59.9747,42.7642,few clouds,25.57,93,19,6.29
686,Contai,IN,2021-10-25 00:53:10,21.7786,87.7536,clear sky,73.56,87,10,5.26
687,Marawi,PH,2021-10-25 00:53:10,7.9986,124.2928,few clouds,73.65,61,16,1.36
688,Cassilandia,BR,2021-10-25 00:53:10,-19.1133,-51.7342,overcast clouds,64.98,90,100,4.34
689,Nizhnevartovsk,RU,2021-10-25 00:53:11,60.9344,76.5531,light snow,32.02,93,90,4.47
690,Santa Rosa,PH,2021-10-25 00:53:11,14.3122,121.1114,overcast clouds,82.38,74,100,9.84
691,Khani,GE,2021-10-25 00:53:11,41.9563,42.9566,overcast clouds,44.17,85,100,1.95
692,Tabora,TZ,2021-10-25 00:53:12,-5.0167,32.8,overcast clouds,72.25,46,100,1.16
693,Chapleau,CA,2021-10-25 00:53:12,47.8405,-83.4034,few clouds,33.89,93,20,3.44
694,El Ocotito,MX,2021-10-25 00:53:12,17.25,-99.5667,overcast clouds,67.33,96,100,2.73
695,Nidzica,PL,2021-10-25 00:53:12,53.3605,20.4275,scattered clouds,31.59,89,35,7.83
696,Kungurtug,RU,2021-10-25 00:53:13,50.5994,97.5228,few clouds,28.71,72,15,1.45
697,Kloulklubed,PW,2021-10-25 00:53:13,7.0419,134.2556,overcast clouds,83.62,72,98,8.5
698,Soe,ID,2021-10-25 00:53:13,-9.8607,124.284,overcast clouds,83.05,45,99,3.62
699,Florianopolis,BR,2021-10-25 00:53:14,-27.6146,-48.5012,clear sky,64.36,61,0,9.22
700,Maceio,BR,2021-10-25 00:51:16,-9.6658,-35.7353,few clouds,78.24,94,20,4.61
701,Krasnyy Oktyabr,RU,2021-10-25 00:53:14,56.1167,38.8833,overcast clouds,31.37,79,100,9.13
702,Hervey Bay,AU,2021-10-25 00:53:14,-25.2986,152.8535,broken clouds,82.51,77,82,6.08
703,Pangnirtung,CA,2021-10-25 00:53:15,66.1451,-65.7125,overcast clouds,21.02,89,100,2.48
704,Gamba,GA,2021-10-25 00:53:15,-2.65,10.0,overcast clouds,76.32,91,100,4.65
705,Coruripe,BR,2021-10-25 00:52:28,-10.1256,-36.1756,broken clouds,77.27,80,58,11.68
706,Omutninsk,RU,2021-10-25 00:53:15,58.67,52.1932,light snow,32.9,97,100,8.99
707,Den Helder,NL,2021-10-25 00:53:16,52.9599,4.7593,overcast clouds,49.98,92,90,9.22
708,Salitral,PE,2021-10-25 00:53:16,-4.8572,-80.6811,overcast clouds,74.26,57,100,14.43
709,Channel-Port Aux Basques,CA,2021-10-25 00:53:16,47.5702,-59.1367,light rain,50.45,91,100,28.54
710,Igunga,TZ,2021-10-25 00:48:55,-4.2833,33.8833,broken clouds,76.17,41,62,6.24
711,Margate,GB,2021-10-25 00:49:00,51.3813,1.3862,overcast clouds,58.3,90,100,1.99
712,Phalaborwa,ZA,2021-10-25 00:51:43,-23.943,31.1411,overcast clouds,65.48,71,85,14.09
713,Krasnoselkup,RU,2021-10-25 00:53:17,65.7,82.4667,overcast clouds,23.2,92,100,20.74
714,Kudahuvadhoo,MV,2021-10-25 00:53:17,2.6708,72.8944,overcast clouds,82.96,71,88,13.65
715,Xining,CN,2021-10-25 00:53:18,36.6167,101.7667,overcast clouds,40.62,71,100,4.36
